gold_id,prerequisites,unlocks
RG ST 104,Religious studies majors with upper division standing and consent of department.,None
RG ST 107,Upper Division Standing,None
RG ST 111B,Upper-division only.,None
RG ST 112,Upper-division standing.,None
RG ST 115G,Upper division standing,None
RG ST 127A,Upper-division standing.,None
RG ST 147,Upper division standing,None
RG ST 148A,Religious Studies 10F.,RG ST 148B
RG ST 156CC,Instructor approval required prior to enrolling.,None
RG ST 7,No Prerequisites,None
RG ST 10C,Religious Studies 10A-B.,RG ST 10D
RG ST 10F,Religious Studies 10E.,RG ST 148A
RG ST 11C,Religious Studies 11B.,None
RG ST 19,No Prerequisites,None
RG ST 31,No Prerequisites,None
RG ST 58C,RG ST 58B or Instructor Approval,RG ST 58D
RG ST 63,No Prerequisites,None
RG ST 65C,RG ST 65B,None
RG ST 65F,RG ST 65E,None
RG ST 71,none,None
RG ST 80C,No Prerequisites,None
RG ST 99PL,Minimum 3.0 cumulative GPA.,None
RG ST 99PS,minimum 3.0 cumulative GPA,None
RG ST 99RA,minimum 3.0 cumulative GPA,None
RG ST 109B,Upper-division standing.,None
RG ST 110L,Upper division standing.,None
RG ST 112A,Upper division standing,None
RG ST 116B,No Prerequisites,None
RG ST 129,Upper-division standing or instructor approval,None
RG ST 3,No Prerequisites,None
RG ST 10B,Relgious Studies 10A.,"RG ST 10C, RG ST 10D"
RG ST 10E,Religious Studies 10D.,RG ST 10F
RG ST 11B,Religious Studies 11A.,RG ST 11C
RG ST 13,No Prerequisites,None
RG ST 24,No Prerequisites,None
RG ST 58B,RG ST 58A or Instructor Approval,"RG ST 157CP, RG ST 58C, RG ST 157G"
RG ST 65B,RG ST 65A,RG ST 65C
RG ST 65E,RG ST 65D,RG ST 65F
RG ST 81,No Prerequisites,None
RG ST 101,Upper-division standing or instructor approval,None
RG ST 111,Upper division standing,None
RG ST 116A,Upper-division standing or instructor approval,None
RG ST 125A,upper-division standing,None
RG ST 128C,Upper-division standing or instructor approval,None
RG ST 131H,Upper-division standing or a prior course in religious studies.,None
RG ST 132B,Upper-division standing.,None
RG ST 1,No Prerequisites,None
RG ST 21,No Prerequisites,None
RG ST 106,Upper-division standing or instructor approval,None
RG ST 110,Upper division standing.,None
RG ST 160A,Upper-division standing or instructor approval,None
RG ST 195,Two prior upper-division courses in religious studies; consent of instructoand department; senior standing; open to religious studies majors only.,None
RG ST 199,Two upper-division courses in religious studies; consent of instructor and department; open to Religious Studies majors only.,None
RG ST 199RA,Two upper-division courses in religious studies; consent of instructor and department; open to Religious Studies majors only.,None
RG ST 296,No Prerequisites,None
RUSS 1,"Lower-division only. If junior or senior standing, please contact Larry McLellan to request to enroll in the course. mclellan@gss.ucsb.edu",RUSS 2
RUSS 4,Russian 3 or equivalent.,RUSS 5
RUSS 101A,Russian 6 or equivalent.,None
RUSS 101D,Russian 6 or equivalent.,None
RUSS 3,Russian 2 or equivalent.,RUSS 4
RUSS 6,Russian 5 or equivalent.,"RUSS 101C, RUSS 121, RUSS 101F, RUSS 122, RUSS 101B, RUSS 101A"
RUSS 101C,Russian 6 or equivalent.,None
RUSS 121,Russian 6 or equivalent; and upper-division standing.,None
RUSS 2,Russian 1 or equivalent.,RUSS 3
RUSS 5,Russian 4 or equivalent.,RUSS 6
RUSS 101B,Russian 6 or equivalent.,None
SLAV 33,No Prerequisites,None
SLAV 145,Upper-division standing.,None
SLAV 152A,Upper-division standing.,None
SLAV 164B,Upper-division standing.,None
SLAV 197,Senior standing; consent of instructor.,None
SLAV 199,Upper-division standing; completion of 2 upper-division courses in Slavic.,None
SLAV 596,No Prerequisites,None
SLAV 35,No Prerequisites,None
SLAV 152C,Upper-division standing.,None
SLAV 182,Upper-division standing.,None
SLAV 117I,Upper-division standing.,None
SLAV 123C,Upper-division standing.,None
SLAV 181C,Upper Division standing.,None
SLAV 187,Upper-Division Standing,None
SPAN 1,No Prerequisites,None
SPAN W 1,No Prerequisites,None
SPAN W 2,No Prerequisites,None
SPAN 3,Spanish 2 with a grade of P or a grade of C or higher.,SPAN 4
SPAN 4,"Spanish 3, Spanish 3SS, 3HY, with a grade of P or a grade of C or higher; or a score of 3 on the AP Spanish Language Examination; or a score of 3 on the AP Spanish Language & Culture Examination.",SPAN 5
SPAN 5,Spanish 4 with a grade of P or a grade of C or higher; or a score of 4 on the AP Spanish Language Examination; or a score of 4 on the AP Spanish Language and Culture Examination; or a score of 3 on the AP Spanish Literature and Culture Examination.,SPAN 6
SPAN 6,Spanish 5 with a grade of P or a grade of C or higher; or a score of 5 on the AP Spanish Language Examination; or a score of 5 on the AP Spanish Language and Culture Examination; or a score of 3 on the AP Spanish Literature Examination; or a score of 4 on the AP Spanish Literature and Culture Examination.,SPAN 25
SPAN 15,Instructor or department approval required to finalize enrollment.,None
SPAN 16A,No Prerequisites,"SPAN 128, SPAN 16B, SPAN 147, SPAN 119A, SPAN 177, SPAN 178"
SPAN 16B,Spanish 16A with a grade of P or a grade of C or higher.,"SPAN 128, C LIT 102B, C LIT 102A, SPAN 147, SPAN 30, SPAN 100"
SPAN 25,Spanish 6 with a grade of P or a grade of C or higher; or a score of 4 or 5 on the AP Spanish Literature Examination; or a score of 5 on the AP Spanish Literature and Culture Examination.,"SPAN 128, C LIT 102B, C LIT 102A, SPAN 147, SPAN 30, SPAN 100"
SPAN 2,No Prerequisites,"SPAN W 3, SPAN 3, SPAN 3HY"
SPAN W 3,Spanish 2 with a grade of P or a grade of C or higher.,None
SPAN 100,SPAN 16B or SPAN 25 (may be taken concurrently).,"LAIS 165, SPAN 165, LAIS 145, SPAN 109, SPAN 145"
SPAN 126,Upper-division standing.,None
SPAN 128,Spanish 16A or 16B or 25 (may be taken concurrently).,None
SPAN 139,Upper-division standing.,None
SPAN 195,Spanish or Portuguese majors only.,None
SPAN 199,Upper-division standing; completion of two upper-division courses in Spanish and consent of department.,None
SPAN 596,Consent of instructor; approval of department chair.,None
THTR 2B,No Prerequisites,None
THTR 5,No Prerequisites,"THTR 10C, THTR 11C, THTR 15C, THTR 140B, THTR 10A, THTR 11A"
THTR 10A,Theater 5; audition.,None
THTR 11A,Theater 5; consent of instructor.,None
THTR 15A,Theater 5; consent of instructor.,None
THTR 19,No Prerequisites,"THTR 123, THTR 25, THTR 23, THTR 23D, THTR 122, THTR 125"
THTR 25,Theater 19.,THTR 125
THTR 29A,No Prerequisites,None
THTR 29B,No Prerequisites,None
THTR 29C,No Prerequisites,None
THTR 29D,No Prerequisites,None
THTR 40,Theater 5 or permission of instructor.,None
THTR 42,Lower-division standing.,None
THTR 95,No Prerequisites,None
THTR 104A,Consent of instructor.,None
THTR 2C,No Prerequisites,None
THTR 10C,Theater 5; consent of instructor.,THTR 110A
THTR 11C,Theater 5; consent of instructor.,"THTR 111C, THTR 111A, THTR 111B"
THTR 15C,Theater 5; consent of instructor.,"THTR 151C, THTR 151A, THTR 151B"
THTR 22,No Prerequisites,"THTR 122, THTR 196"
THTR 49,Lower-division standing.,None
THTR 110C,Concurrent enrollment in Theater 151C. Consent of instructor.,"THTR 151C, THTR 110D"
THTR 110D,Theater 110C.,None
THTR 111C,Theater 11C; and concurrent enrollment in 151C.,"THTR 151C, THTR 112"
THTR 125,"Theater 1, 19 and 25.","THTR 124, THTR 196"
THTR 130,No Prerequisites,None
THTR 140A,Theater 5; upper-division standing.,None
THTR 142,Upper Division Standing.,None
THTR 1,No Prerequisites,"THTR 123, THTR 122, THTR 125, THTR 152B"
THTR 10B,Theater 5; audition.,None
THTR 11B,Theater 5; consent of instructor.,None
THTR 15B,Theater 5; consent of instructor.,None
THTR 104C,Consent of instructor.,None
THTR W 2B,No Prerequisites,None
THTR W 19,No Prerequisites,None
THTR 43,Lower-division standing.,None
THTR 134P,Permission of instructor.,None
THTR 143,No Prerequisites,None
THTR 144A,No Prerequisites,None
THTR 144B,Consent of instructor.,None
THTR 149,Upper-division standing.,None
THTR 194A,Consent of instructor.,None
THTR 199,Consent of instructor; completion of 2 upper-division courses in Theater.,None
TMP 120,Sophomore standing or higher.,"TMP 124, TMP 127"
TMP 122,Sophomore standing or higher.,None
TMP 124,Sophomore standing or higher.,None
TMP 127,Sophomore standing or higher.,None
TMP 199,Upper-division standing; consent of instructor.,None
TMP 240,Graduate standing,None
TMP 241,Graduate standing.,None
TMP 242,Graduate standing.,None
TMP 244,Graduate standing.,None
TMP 273,No Prerequisites,None
TMP 291ST,No Prerequisites,None
TMP 402,No Prerequisites,None
TMP 412,Graduate Standing,None
TMP 441,Graduate Standing,None
TMP 191PL,Upper-division standing.,None
TMP 283,No Prerequisites,None
TMP 291TW,No Prerequisites,None
TMP 442,Graduate Standing,None
TMP 500,Appointment as teaching assistant and departmental approval.,None
TMP 596,No Prerequisites,None
TMP 597A,Completion of:32 units of theory/research courses16 units of Methods courses8 units of Elective courses,None
TMP 597B,Completion of: 32 units of theory/research courses 16 units of Methods courses 8 units of Elective courses,None
W&L CS 1,Consent of instructor,None
W&L CS 2,Consent of Instructor,None
W&L CS 3,Consent of Instructor,None
W&L CS 20,Consent of Instructor,None
W&L CS 110,Consent of Instructor,None
W&L CS 120,Consent of Instructor,None
W&L CS 130,Consent of Instructor,None
W&L CS 142,Consent of Instructor,None
W&L CS 152CS,Consent of Instructor,None
W&L CS 170A,Consent of Instructor,None
W&L CS 190,Consent of Instructor,None
W&L CS 5,Consent of Instructor,None
W&L CS 10,Consent of Instructor,None
W&L CS 13,No Prerequisites,None
W&L CS 141B,Writing & Literature CS 141A,None
W&L CS 152FL,Consent of Instructor,None
W&L CS 160SS,No Prerequisites,None
W&L CS 170C,"W&L CS 170A, Consent of instructor",None
W&L CS 198,Consent of Instructor,None
W&L CS 199,Consent of Instructor,None
W&L CS 12,No Prerequisites,None
W&L CS 30,Consent of Instructor,None
W&L CS 141A,No Prerequisites,None
W&L CS 149,Consent of Instructor,None
W&L CS 150TL,Consent of Instructor,None
W&L CS 170B,"WL CS 170A, Consent of Instructor",None
W&L CS 197,Consent of Instructor,None
W&L CSW 15,No Prerequisites,None
WRIT 1,Has not completed the Entry Level Writing Requirement and received a score of 6 or lower on the Analytical Writing Placement Exam.,"WRIT W 109ST, WRIT 107WC, WRIT 105CW, WRIT 105SW, WRIT 105WE, WRIT 28"
WRIT 1E,"Has not completed the Entry Level Writing Requirement and received a score of 6 or lower on the Analytical Writing Placement Exam. Freshmen only; open to ECE, Chemical Engineering, Mechanical Engineering, and Computer Engineering majors only.",None
WRIT 2,"Satisfaction of the Entry Level Writing requirement or Linguistics 12 with a grade of ""C"" or better.","C LIT 190A, ENGL 65AL, ENGL 103B, ENGL 122UE, ENGL 124, ENGL 134AA"
WRIT W 6R,No Prerequisites,None
WRIT 50,Writing 2 or 2E or 2LK.,"ENGL 103B, ENGL 124, ENGL 184, ENGL 103A, ENGL 103AS, ENGL 104A"
