id,quarter,course_id,title,description,subject_area,units,general_ed,prerequisites,unlocks
378,20243,ENGL    104A,AMER LIT 1900-PRES,"Introduction to American literature from 1900 to present. The organizing thread of this course and the selection of texts to be studied, vary from quarter to quarter. Consult the department's Course Description Booklet to see what will be taught in any particular quarter.",ENGL,4,[],[],[]
379,20243,LING W    3C,AC ENGL,"Third level in a three-course series intended to develop   proficiency in u niversity-level reading and writing.   Emphasizes applying critical approac hes to reading,   practicing writing in a variety of academic styles, and developing grammatical and lexical resources appropriate to   a university setting.",LING W,4,[],[],[]
380,20243,EEMB     84,INTERNSHIP BIOLOGY,"Opportunity to obtain practical biological-related research   experience by working under faculty direction as an intern   with local, state, federal, or private agencies. A written   report will be submitted for evaluation.",EEMB,,[],[],[]
381,20243,HIST    141B,20TH C BRITAIN,"Culture, society, and politics in Britain since 1914.   Topics include the impact of war on society, the economy   and empire; the welfare state and changing roles of women,   consumer and youth cultures; the new left and new right.",HIST,4,[],[],[]
382,20243,ARTHIW    6R,ROME THE GAME,"THIS ONLINE COURSE - PRESENTED AS AN ADVENTURE GAME - INTRODUCES STUDENTS T O THE ART AND ARCHAEOLOGY OF ROME, WITH ASSIGNMENTS THAT FOCUS ON WRITING A ND THE RESEARCH PROCESS. THE COURSE ASKS STUDENTS TO DETERMINE WHETHER OR N OT A COLLECTION OF ANCIENT OBJECTS FROM AN AMERICAN MUSEUM SHOULD REMAIN IN THE US OR BE SENT BACK TO ITALY. THROUGHOUT THE COURSE, STUDENTS EXCAVATE ARTIFACTS AT A DIGITAL DIG SITE, VISIT MUSEUMS, EXPLORE ROMAN MONUMENTS, AN D NAVIGATE THE SHADOWY WORLD OF THE TOMBAROLI (TOMB ROBBERS) AND MAFIA-RUN BLACK MARKET FOR ANTIQUITIES.",ARTHIW,4,"[""E"", ""F"", ""EUR"", ""WRT"", ""E"", ""F"", ""EUR"", ""WRT""]",[],[]
383,20243,FEMST    99,INDEPENDENT STUDIES,Research under the direction of a faculty member. Students are offered an o pportunity to conduct independent or collaborative research or to act as in terns for faculty-directed research projects.,FEMST,,[],[],[]
384,20243,ITAL      3,ELEMENTARY ITALIAN,"Continuation of Italian 2. Verbs in the future, conditional. Introduction t o subjunctive. Further emphasis on the correct writing and speaking of Ital ian.",ITAL,5,"[""B"", ""H""]",[],[]
385,20243,ANTH    178,INTERN ARCHAEO REC,Interns serve as assistants in the department's Central Coast Information Center or Repository for Archaeological   Collections or both.,ANTH,,[],[],[]
386,20243,CH E     99,INTRO. TO RESEARCH,"Directed study, normally experimental, to be arranged with individual faculty members. Course offers exceptional students an opportunity to participate in a research group.",CH E,,[],[],[]
387,20243,CHEM    150,ANALYTICAL CHEM,"Principles of analytical chemistry including classical techniques, spectrophotochemistry, electroanalytical techniques, and separation processes.",CHEM,3,[],[],[]
388,20243,ED      123,"CULTURE, DEV, EDUC","An examination of culturally constructed beliefs, attitudes, and values. Course examines how culture shapes human development, behavior, and interpersonal relations in culturally pluralistic environments, with an emphasis on educational settings.",ED,4,[],[],[]
389,20243,ED      199RA,INDEP RESEARCH ASST,Coursework shall consist of faculty supervised research   assistance.,ED,,[],[],[]
390,20243,ANTH    102,ACTIVIST ANTH,"Activist scholarship seeks to combine rigorous research and political commi tment to achieve empirical and theoretical understanding of social processe s. While open access to information has democratized knowledge production, academic work is still necessary to ask the questions and find the answers to address social injustice and inequality. In this course, we explore the methods and results of more than two decades of activist research.",ANTH,4,[],[],[]
391,20243,CNCSP   110,INTRO ED & VOC GUID,An overview of the theories and concepts involved in career decision making . Develop working knowledge of career information and field survey techniqu es for understanding the job market in relation to economic trends.,CNCSP,4,[],[],[]
392,20243,DANCE   199,INDEPENDENT STUDIES,Independent study in dance. Projects in choreography or dance research.,DANCE,,[],[],[]
393,20243,FR      199,INDEPENDENT STUDIES,Individual investigations in literary or linguistics fields.,FR,,[],[],[]
394,20243,CHEM      6BL,ORGANIC CHEM LAB,"Distillation, crystallization, extraction, determination of   physical properties, organic synthesis, instrumental methods   in organic chemistry.",CHEM,3,[],[],[]
395,20243,HIST    199RA,INDEP RESEARCH ASST,Faculty supervised research. Written work is usually required.,HIST,,[],[],[]
396,20243,LING    132,"LANG, GEND & SEX",The study of language as a resource for the production of gender and sexuality across cultures. Topics include: gender differentiation in language structure and use; intragender variation; language and discrimination; linguistic ideologies; language and identity.,LING,4,"[""D"", ""D"", ""WRT"", ""WRT""]",[],[]
397,20243,CNCSP   102,RESEARCH APP PSYCH,"Introduces students to research in applied psychology, including approaches to survey, experimental, and qualitative investigation. Students will be e xposed to current research in applied psychology through journal articles, presentations, and participation in research studies.",CNCSP,4,[],[],[]
398,20243,GER     199,INDEPENDENT STUDIES,Individual investigations in literary fields.,GER,,[],[],[]
399,20243,ENGL    124,MODERN SHORT STORY,"Short stories are quick bursts of storytelling, which, much like a short fi lm or a music video, capture an intense burst of feeling, a fleeting mood, a scene of transformation.  Or else, you might say they operate like slow m otion: they arrest a moment or slice of time, they attend to its nuances an d the forces that buffer it, and they ask us to attend to them with extra c are.  Short stories often show how moments that might appear very ordinary to most of us can in fact be momentous, utterly transformative, for somebod y.  In this, for modern, humdrum, everyday lives, they can provide a kind o f modernist sublime. In this class, we will read a cross-section of short s tories, from classic to contemporary, from America and the world.",ENGL,4,"[""WRT"", ""WRT"", ""G"", ""G""]",[],[]
400,20243,LING W   12,UNIV WRIT FOR MLING,"Principles of critical reading, thinking and writing in the   university. S tudents analyze academic discourse, develop   rhetorical strategies for exp osition and argument, practice   examination writing, and write and revise papers. Completion   of C or better meets Entry Level Writing Requirement.",LING W,4,"[""SUB""]",[],[]
401,20243,ASTROW    1,BASIC ASTRONOMY,"A survey of the development of astronomy with an emphasis on understanding the observable properties of the solar system, the sun and other stars, our own and other galaxies, and the entire universe. Topics of current interes t will be discussed as time permits.",ASTROW,4,"[""C"", ""QNT""]",[],[]
402,20243,ENV S    99,INTRO TO RESEARCH,"Directed study under the guidance of an environmental studies faculty   mem ber. Course offers motivated students an opportunity to undertake   indepen dent or collaborative research for faculty-directed research   projects. To pic and scope varies, to be specified by student and   supervisory faculty member prior to registration.",ENV S,,[],[],[]
403,20243,ART     100,INT PAINTING,"Various projects designed to assist the understanding and development of contemporary painting practices. Supplemented with slide lectures and class critique. Additional self-directed projects, sketch books, experimentati on, and   independent research are encouraged.",ART,4,[],[],[]
404,20243,EEMB    198,DIRECTED READINGS,Individual conferences one hour every two weeks. Special readings designed to broaden the outlook of students and to knit into a cohesive whole the basic principles underlying the major disciplines in the field.,EEMB,,[],[],[]
405,20243,MCDB      1B,INTRO BIOLOGY II--P,Introduction to animal and plant physiology.,MCDB,3,[],[],[]
406,20243,FAMST   101A,HISTORY SILENT FILM,"International film history from the camera obscura to the   close of the silent era in the late 1920's. Historical   accounts of film as an aesthetic form, a social force, an   economic institution, and a technology are considered.",FAMST,5,"[""WRT"", ""WRT""]",[],[]
407,20243,MATH    197B,SENIOR THESIS,Independent research under the supervision of a faculty member which will result in a senior thesis. Student will concentrate on writing a thesis.,MATH,,[],[],[]
408,20243,EARTH     7,DINOSAURS,"The origin and diversification of dinosaurs, including birds. Survey of evolutionary relationships within the group, and between the major groups of vertebrates. Broad introduction including anatomy, geography, climate, and vertebrate contemporaries.",EARTH,4,"[""QNT"", ""C""]",[],[]
409,20243,MATH      4A,LIN ALG W/APPS,"Systems of linear equations, matrix algebra, determinants, vector spaces an d subspaces, basis and dimension, linear transformations, eigenvalues and e igenvectors, diagonalization, and orthogonality.",MATH,4,[],[],[]
